Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_,_3P,_3PA,_3P_,_2P,_2PA,_2P_,FT,FTA,FT_,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,string_field_29,ORtg,DRtg
348,Jusuf Nurkic\nurkiju01,C,20,DEN,62,27,1103,7.7,17.3,0.446,0.0,0.1,0.0,7.7,17.3,0.449,3.8,6.0,0.636,5.7,11.6,17.3,2.3,2.4,3.1,3.9,9.4,19.3,,96,101
378,Julius Randle\randlju01,PF,20,LAL,1,0,14,3.6,10.9,0.333,0.0,0.0,,3.6,10.9,0.333,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,7.3,,41,119
144,Tyler Ennis\ennisty01,PG,20,TOT,33,1,411,6.4,17.8,0.361,1.5,5.3,0.279,4.9,12.5,0.396,0.6,0.9,0.714,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,,83,105
144,Tyler Ennis\ennisty01,PG,20,PHO,8,0,58,7.7,18.1,0.429,1.7,5.2,0.333,6.0,12.9,0.467,1.7,1.7,1.0,0.9,5.2,6.0,12.0,0.0,1.7,6.9,2.6,18.9,,94,110
144,Tyler Ennis\ennisty01,PG,20,MIL,25,1,353,6.2,17.8,0.35,1.4,5.3,0.27,4.8,12.4,0.384,0.4,0.7,0.6,0.9,3.2,4.0,8.5,2.6,0.4,4.9,4.8,14.3,,80,104
363,Elfrid Payton\paytoel01,PG,20,ORL,82,63,2489,6.2,14.5,0.425,0.2,0.9,0.262,6.0,13.7,0.435,2.4,4.4,0.551,2.2,5.0,7.2,11.0,2.9,0.4,4.2,4.0,15.0,,97,107
412,Marcus Smart\smartma01,PG,20,BOS,67,38,1808,4.8,13.2,0.367,2.5,7.5,0.335,2.3,5.7,0.41,2.3,3.5,0.646,1.7,4.5,6.1,5.8,2.7,0.5,2.5,4.9,14.5,,101,104
182,Jerami Grant\grantje01,SF,20,PHI,65,11,1377,4.5,12.8,0.352,1.8,5.7,0.314,2.7,7.1,0.383,4.2,7.0,0.591,1.8,5.4,7.2,2.9,1.5,2.5,3.1,5.2,15.0,,91,106
2,Jordan Adams\adamsjo01,SG,20,MEM,30,0,248,7.4,18.1,0.407,2.1,5.3,0.4,5.3,12.8,0.41,2.9,4.8,0.609,1.9,4.0,5.9,3.4,3.4,1.5,2.9,5.1,19.8,,96,100
18,Giannis Antetokounmpo\antetgi01,SG,20,MIL,81,71,2541,7.7,15.7,0.491,0.1,0.9,0.159,7.5,14.8,0.511,5.2,7.0,0.741,2.0,8.9,10.9,4.2,1.5,1.7,3.5,5.1,20.7,,105,101
175,Archie Goodwin\goodwar01,SG,20,PHO,41,2,535,7.4,18.7,0.393,1.1,3.8,0.293,6.2,14.9,0.419,5.7,7.7,0.735,2.5,4.4,6.9,4.1,1.7,0.8,4.5,5.1,21.5,,94,108
200,Gary Harris\harriga01,SG,20,DEN,55,6,719,4.6,15.1,0.304,1.5,7.2,0.204,3.1,7.9,0.395,2.4,3.3,0.745,1.5,3.0,4.4,2.0,2.7,0.5,2.6,4.9,13.1,,81,109
3,Steven Adams\adamsst01,C,21,OKC,70,67,1771,6.1,11.3,0.544,0.0,0.1,0.0,6.1,11.2,0.547,2.9,5.8,0.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,,108,104
135,Andre Drummond\drumman01,C,21,DET,82,82,2502,10.2,19.9,0.514,0.0,0.0,0.0,10.2,19.8,0.515,2.9,7.5,0.389,9.0,13.8,22.8,1.1,1.5,3.2,2.5,5.9,23.4,,107,100
279,Alex Len\lenal01,C,21,PHO,69,44,1518,5.9,11.6,0.507,0.0,0.1,0.333,5.8,11.5,0.509,2.4,3.4,0.702,4.7,10.2,14.9,1.1,1.1,3.4,2.4,7.0,14.2,,107,103
45,Anthony Bennett\bennean01,PF,21,MIN,57,3,894,7.1,16.9,0.421,0.4,1.3,0.304,6.7,15.6,0.431,2.3,3.6,0.641,3.0,9.3,12.3,2.7,1.5,0.9,2.0,4.9,16.9,,96,111
117,Anthony Davis\davisan02,PF,21,NOP,68,68,2455,13.7,25.7,0.535,0.0,0.3,0.083,13.7,25.4,0.54,7.9,9.9,0.805,3.7,11.2,14.9,3.2,2.1,4.3,2.0,3.0,35.4,,122,100
242,Grant Jerrett\jerregr01,PF,21,TOT,8,0,51,7.1,26.3,0.269,1.0,15.2,0.067,6.1,11.1,0.545,1.0,1.0,1.0,2.0,7.1,9.1,3.0,2.0,2.0,3.0,11.1,16.2,,69,103
242,Grant Jerrett\jerregr01,PF,21,OKC,5,0,25,6.0,34.1,0.176,2.0,26.1,0.077,4.0,8.0,0.5,0.0,0.0,,2.0,6.0,8.0,2.0,0.0,4.0,4.0,14.0,14.0,,49,106
242,Grant Jerrett\jerregr01,PF,21,UTA,3,0,26,8.2,18.4,0.444,0.0,4.1,0.0,8.2,14.3,0.571,2.0,2.0,1.0,2.0,8.2,10.2,4.1,4.1,0.0,2.0,8.2,18.4,,102,100
349,Johnny O'Bryant\obryajo01,PF,21,MIL,34,15,368,6.1,16.6,0.367,0.0,0.0,,6.1,16.6,0.367,1.7,3.7,0.444,3.6,5.3,8.9,2.4,0.7,0.6,3.5,6.1,13.9,,78,107
426,Jarnell Stokes\stokeja01,PF,21,MEM,19,2,126,8.7,15.3,0.568,0.0,0.0,,8.7,15.3,0.568,6.2,11.6,0.536,6.6,7.5,14.1,1.7,2.1,2.1,2.9,10.4,23.6,,114,100
128,Spencer Dinwiddie\dinwisp01,PG,21,DET,34,1,455,5.8,19.2,0.302,1.4,7.4,0.185,4.4,11.8,0.375,3.5,3.9,0.912,0.5,5.0,5.5,11.8,2.2,0.7,3.8,6.0,16.5,,92,107
401,Dennis Schroder\schrode01,PG,21,ATL,77,10,1516,9.6,22.4,0.427,1.8,5.0,0.351,7.8,17.4,0.449,5.0,6.0,0.827,1.0,4.6,5.5,10.7,1.7,0.1,5.1,4.3,25.9,,101,106
487,Tony Wroten\wroteto01,PG,21,PHI,30,15,895,9.8,24.3,0.403,2.1,8.0,0.261,7.7,16.4,0.473,6.7,10.1,0.667,1.2,3.6,4.8,8.8,2.7,0.4,6.3,4.0,28.4,,94,106
16,Kyle Anderson\anderky01,SF,21,SAS,33,8,358,4.4,12.7,0.348,0.4,1.6,0.273,4.0,11.2,0.359,1.3,2.0,0.643,0.7,9.6,10.3,4.0,2.1,1.0,1.4,4.0,10.6,,87,100
198,Maurice Harkless\harklma01,SF,21,ORL,45,4,674,4.8,12.0,0.399,0.8,4.2,0.179,4.0,7.7,0.52,1.7,3.1,0.537,2.9,5.2,8.0,1.9,2.4,0.7,2.0,5.0,12.0,,92,107
261,Michael Kidd-Gilchrist\kiddgmi01,SF,21,CHO,55,52,1587,7.3,15.7,0.465,0.0,0.0,,7.3,15.7,0.465,4.9,7.0,0.701,3.5,10.0,13.5,2.5,1.0,1.2,2.0,3.7,19.5,,106,103
370,Otto Porter\porteot01,SF,21,WAS,74,13,1432,6.3,14.0,0.45,1.3,3.7,0.337,5.0,10.3,0.491,2.1,2.8,0.734,2.5,5.4,7.9,2.3,1.6,1.1,1.9,3.5,15.9,,105,104
388,Glenn Robinson\robingl02,SF,21,PHI,10,1,153,5.9,14.1,0.419,1.3,4.3,0.308,4.6,9.8,0.467,1.3,2.6,0.5,3.6,4.6,8.2,2.6,1.0,0.3,2.6,3.3,14.4,,94,110
399,JaKarr Sampson\sampsja02,SF,21,PHI,74,32,1131,6.5,15.3,0.422,1.4,5.6,0.244,5.1,9.7,0.525,2.8,4.2,0.67,1.6,5.7,7.2,3.4,1.7,1.2,3.4,6.0,17.1,,93,106
464,T.J. Warren\warretj01,SF,21,PHO,40,1,614,9.2,17.4,0.528,0.4,1.7,0.238,8.8,15.7,0.56,1.1,1.5,0.737,3.3,3.6,6.9,2.0,1.5,0.7,2.2,4.1,19.9,,108,109
41,Bradley Beal\bealbr01,SG,21,WAS,63,59,2107,8.8,20.7,0.427,2.6,6.3,0.409,6.2,14.4,0.434,3.2,4.0,0.783,1.4,4.5,5.9,4.7,1.8,0.4,3.0,3.3,23.4,,102,105
81,Kentavious Caldwell-Pope\caldwke01,SG,21,DET,82,82,2587,7.8,19.4,0.401,3.1,8.9,0.345,4.7,10.6,0.449,2.2,3.2,0.696,0.9,4.2,5.1,2.2,1.9,0.4,1.9,3.2,20.9,,101,109
259,Sergey Karasev\karasse01,SG,21,BRK,33,16,555,5.0,12.5,0.403,1.5,5.0,0.296,3.5,7.5,0.475,2.7,3.5,0.763,2.1,4.1,6.2,4.3,2.1,0.1,2.2,4.2,14.3,,104,109
307,K.J. McDaniels\mcdankj01,SG,21,TOT,62,15,1352,6.4,16.1,0.396,1.6,5.6,0.287,4.8,10.5,0.454,3.7,4.9,0.752,2.4,5.0,7.4,2.7,1.6,2.6,3.9,4.7,18.1,,92,105
307,K.J. McDaniels\mcdankj01,SG,21,PHI,52,15,1319,6.3,15.9,0.399,1.6,5.6,0.293,4.7,10.3,0.456,3.8,5.0,0.756,2.4,5.0,7.4,2.7,1.7,2.6,4.0,4.6,18.1,,92,105
307,K.J. McDaniels\mcdankj01,SG,21,HOU,10,0,33,7.5,22.6,0.333,0.0,4.5,0.0,7.5,18.1,0.417,1.5,3.0,0.5,1.5,6.0,7.5,3.0,0.0,3.0,1.5,7.5,16.6,,79,106
311,Ben McLemore\mclembe01,SG,21,SAC,82,82,2670,6.8,15.7,0.437,2.6,7.4,0.358,4.2,8.3,0.507,2.5,3.0,0.813,0.6,4.0,4.5,2.6,1.5,0.4,2.6,4.1,18.8,,104,112
388,Glenn Robinson\robingl02,SG,21,MIN,25,0,108,3.8,11.3,0.333,0.5,2.8,0.167,3.3,8.5,0.389,5.6,7.5,0.75,1.9,4.7,6.6,1.4,1.4,0.0,1.4,2.4,13.7,,101,115
422,Nik Stauskas\stausni01,SG,21,SAC,73,1,1127,4.8,13.2,0.365,2.1,6.7,0.322,2.7,6.6,0.408,2.5,2.9,0.859,0.5,3.4,3.9,3.0,0.9,0.8,1.8,4.1,14.2,,100,113
47,Sim Bhullar\bhullsi01,C,22,SAC,3,0,3,16.8,33.6,0.5,0.0,0.0,,16.8,33.6,0.5,0.0,0.0,,0.0,16.8,16.8,16.8,0.0,16.8,0.0,0.0,33.6,,124,88
48,Bismack Biyombo\biyombi01,C,22,CHO,64,21,1243,4.2,7.7,0.543,0.0,0.0,,4.2,7.7,0.543,4.2,7.3,0.583,6.6,10.3,16.9,0.7,0.7,4.1,2.2,5.8,12.6,,115,99
173,Rudy Gobert\goberru01,C,22,UTA,82,37,2158,6.3,10.5,0.604,0.0,0.0,0.0,6.3,10.5,0.607,4.2,6.7,0.623,6.5,12.5,19.1,2.7,1.6,4.7,2.7,4.3,16.9,,122,98
258,Enes Kanter\kanteen01,C,22,TOT,75,74,2135,11.7,22.6,0.519,0.4,1.1,0.356,11.3,21.5,0.528,4.5,5.7,0.782,6.7,9.6,16.3,1.3,0.9,0.7,3.5,4.6,28.3,,111,106
258,Enes Kanter\kanteen01,C,22,UTA,49,48,1326,11.5,23.3,0.491,0.5,1.6,0.317,10.9,21.7,0.505,3.7,4.7,0.788,5.9,9.5,15.4,1.0,0.9,0.6,3.7,4.6,27.2,,104,106
258,Enes Kanter\kanteen01,C,22,OKC,26,26,809,12.1,21.4,0.566,0.2,0.2,0.75,12.0,21.2,0.564,5.6,7.2,0.776,8.1,9.7,17.8,1.8,0.8,0.8,3.2,4.6,30.1,,122,106
281,Meyers Leonard\leoname01,C,22,POR,55,7,847,7.5,14.7,0.51,2.8,6.7,0.42,4.7,8.0,0.586,1.8,1.9,0.938,2.8,12.3,15.0,1.9,0.6,0.8,2.3,6.8,19.7,,117,102
345,Lucas Nogueira\noguelu01,C,22,TOR,6,0,23,4.5,18.0,0.25,0.0,0.0,,4.5,18.0,0.25,4.5,9.0,0.5,4.5,20.2,24.7,2.2,4.5,0.0,4.5,13.5,13.5,,69,93
452,Jonas Valanciunas\valanjo01,C,22,TOR,80,80,2096,9.2,16.1,0.572,0.0,0.0,0.0,9.2,16.1,0.573,5.4,6.8,0.786,5.3,11.8,17.1,1.0,0.8,2.3,2.7,5.5,23.8,,121,105
491,Cody Zeller\zelleco01,C,22,CHO,62,45,1487,6.0,13.0,0.461,0.0,0.0,1.0,5.9,12.9,0.46,4.4,5.7,0.774,3.4,9.2,12.6,3.5,1.2,1.7,2.2,5.4,16.4,,108,102
304,James Michael McAdoo\mcadoja01,PF,22,GSW,15,0,137,8.6,15.7,0.545,0.0,0.0,,8.6,15.7,0.545,5.0,8.9,0.56,5.3,7.8,13.2,0.7,1.8,3.2,2.1,7.5,22.1,,113,99
309,Mitch McGary\mcgarmi01,PF,22,OKC,32,2,485,9.1,17.1,0.533,0.0,0.2,0.0,9.1,16.9,0.54,2.6,4.1,0.625,5.5,11.6,17.1,1.4,1.7,1.7,3.2,7.4,20.8,,107,102
321,Quincy Miller\millequ01,PF,22,TOT,10,0,119,3.9,16.3,0.237,1.3,7.7,0.167,2.6,8.6,0.3,3.4,4.7,0.727,1.7,6.9,8.6,3.4,3.0,2.1,2.1,3.9,12.4,,79,103
321,Quincy Miller\millequ01,PF,22,SAC,6,0,61,3.3,14.9,0.222,0.8,5.8,0.143,2.5,9.1,0.273,6.6,9.1,0.727,1.7,8.3,9.9,2.5,5.0,2.5,2.5,3.3,14.0,,82,99
321,Quincy Miller\millequ01,PF,22,DET,4,0,58,4.5,17.8,0.25,1.8,9.8,0.182,2.7,8.0,0.333,0.0,0.0,,1.8,5.4,7.1,4.5,0.9,1.8,1.8,4.5,10.7,,75,108
429,Jared Sullinger\sullija01,PF,22,BOS,58,49,1566,9.9,22.6,0.439,1.7,5.9,0.283,8.3,16.8,0.494,3.1,4.1,0.744,4.7,9.4,14.1,4.3,1.4,1.3,2.5,4.9,24.6,,106,103
71,Trey Burke\burketr01,PG,22,UTA,76,43,2288,8.6,23.3,0.368,2.9,9.1,0.318,5.7,14.3,0.4,2.5,3.4,0.752,0.7,4.0,4.7,7.6,1.5,0.3,2.9,2.8,22.6,,100,108
95,Jordan Clarkson\clarkjo01,PG,22,LAL,59,38,1476,9.2,20.6,0.448,1.3,4.2,0.314,7.9,16.4,0.482,4.5,5.5,0.829,1.9,4.7,6.6,7.1,1.8,0.4,3.3,3.8,24.3,,107,112
103,Bryce Cotton\cottobr01,PG,22,UTA,15,0,159,9.7,23.0,0.42,2.3,6.7,0.35,7.3,16.4,0.449,5.0,6.0,0.833,1.0,5.0,6.0,5.0,1.3,0.0,4.0,2.0,26.7,,102,109
231,Kyrie Irving\irvinky01,PG,22,CLE,75,75,2730,11.0,23.5,0.468,3.0,7.2,0.415,8.0,16.3,0.491,6.0,7.0,0.863,1.0,3.5,4.5,7.4,2.2,0.4,3.5,2.8,31.0,,117,108
271,Shane Larkin\larkish01,PG,22,NYK,76,22,1865,5.3,12.2,0.433,1.0,3.3,0.302,4.3,8.9,0.481,1.7,2.2,0.782,0.8,4.1,5.0,6.4,2.6,0.3,2.3,4.2,13.3,,102,110
385,Austin Rivers\riverau01,PG,22,LAC,41,2,791,7.5,17.6,0.427,1.6,5.2,0.309,5.9,12.4,0.477,2.1,3.5,0.582,1.0,4.4,5.4,4.4,1.9,0.4,2.2,5.2,18.6,,98,107
32,Harrison Barnes\barneha02,SF,22,GSW,82,82,2318,6.7,13.8,0.482,1.8,4.5,0.405,4.8,9.3,0.519,2.3,3.2,0.72,2.5,7.1,9.5,2.4,1.3,0.4,1.5,3.1,17.4,,116,104
202,Tobias Harris\harrito02,SF,22,ORL,68,63,2369,9.5,20.5,0.466,1.9,5.2,0.364,7.7,15.3,0.5,4.2,5.3,0.788,1.6,7.7,9.3,2.7,1.5,0.8,2.5,2.9,25.1,,107,108
53,Vander Blue\blueva01,SG,22,LAL,2,1,74,6.2,20.7,0.3,1.4,6.9,0.2,4.8,13.8,0.35,1.4,3.5,0.4,1.4,4.8,6.2,5.5,2.1,0.0,4.1,2.8,15.2,,72,112
64,Jabari Brown\brownja01,SG,22,LAL,19,5,568,6.3,15.3,0.412,2.1,5.6,0.371,4.2,9.7,0.435,5.8,7.6,0.753,0.3,3.0,3.2,3.6,1.1,0.2,2.9,3.0,20.4,,104,115
106,Allen Crabbe\crabbal01,SG,22,POR,51,9,683,4.7,11.4,0.412,2.2,6.3,0.353,2.5,5.1,0.485,0.9,1.2,0.75,0.5,4.9,5.4,2.9,1.4,1.1,1.1,5.5,12.5,,108,105
155,Evan Fournier\fournev01,SG,22,ORL,58,32,1661,7.8,17.7,0.44,2.6,6.9,0.378,5.2,10.8,0.48,3.3,4.5,0.728,0.9,3.8,4.7,3.7,1.2,0.1,2.5,3.6,21.5,,105,111
192,P.J. Hairston\hairspj02,SG,22,CHO,45,2,687,6.5,20.2,0.323,3.7,12.3,0.301,2.9,8.0,0.358,2.3,2.7,0.861,1.7,5.3,6.9,1.6,1.6,1.0,1.7,4.6,19.1,,91,104
196,Tim Hardaway\hardati02,SG,22,NYK,70,30,1681,8.7,22.5,0.389,3.8,11.1,0.342,4.9,11.4,0.435,3.9,4.9,0.801,0.4,4.5,4.9,4.0,0.6,0.4,2.6,3.7,25.2,,101,114
221,Rodney Hood\hoodro01,SG,22,UTA,50,21,1064,7.7,18.7,0.414,3.1,8.5,0.365,4.6,10.2,0.456,3.0,4.0,0.763,0.4,5.4,5.8,4.1,1.5,0.6,2.2,5.9,21.6,,108,107
247,Nick Johnson\johnsni01,SG,22,HOU,28,0,262,4.9,14.2,0.347,0.9,4.0,0.238,4.0,10.2,0.389,3.2,4.7,0.68,2.5,4.9,7.4,2.1,1.3,0.6,3.6,6.5,14.0,,84,106
248,Tyler Johnson\johnsty01,SG,22,MIA,32,2,603,6.1,14.6,0.419,1.6,4.2,0.375,4.6,10.4,0.437,2.8,4.1,0.681,1.2,5.9,7.1,3.7,2.9,0.8,2.6,3.7,16.6,,99,105
269,Jeremy Lamb\lambje01,SG,22,OKC,47,8,633,8.2,19.8,0.416,3.0,8.8,0.342,5.2,11.0,0.475,3.9,4.4,0.891,0.6,7.8,8.5,3.5,1.7,0.5,2.1,4.1,23.4,,110,106
275,Ricky Ledo\ledori01,SG,22,TOT,17,0,244,6.9,20.7,0.333,2.2,5.8,0.37,4.7,14.9,0.319,3.4,4.7,0.727,3.4,4.3,7.8,4.1,1.3,0.2,5.6,4.5,19.4,,81,113
275,Ricky Ledo\ledori01,SG,22,DAL,5,0,11,0.0,27.5,0.0,0.0,13.8,0.0,0.0,13.8,0.0,4.6,9.2,0.5,4.6,4.6,9.2,4.6,0.0,0.0,9.2,4.6,4.6,,28,113
275,Ricky Ledo\ledori01,SG,22,NYK,12,0,233,7.2,20.3,0.356,2.3,5.4,0.417,5.0,14.9,0.333,3.4,4.5,0.75,3.4,4.3,7.7,4.1,1.4,0.2,5.4,4.5,20.1,,85,113
294,Devyn Marble\marblde01,SG,22,ORL,16,7,208,3.4,10.8,0.318,1.0,5.4,0.182,2.5,5.4,0.455,1.2,3.9,0.313,1.2,6.4,7.6,4.2,2.2,0.5,2.2,3.4,9.1,,79,107
336,Shabazz Muhammad\muhamsh01,SG,22,MIN,38,13,866,11.4,23.3,0.489,1.2,3.0,0.392,10.2,20.3,0.503,6.1,8.5,0.717,3.7,5.3,9.0,2.6,1.1,0.4,2.1,2.9,30.1,,113,115
351,Victor Oladipo\oladivi01,SG,22,ORL,72,71,2573,9.4,21.6,0.436,1.7,4.9,0.339,7.7,16.7,0.464,5.2,6.4,0.819,1.0,5.0,6.0,5.9,2.4,0.4,4.1,3.7,25.7,,101,108
385,Austin Rivers\riverau01,SG,22,NOP,35,3,772,5.9,15.1,0.387,1.0,3.4,0.28,4.9,11.7,0.419,3.6,4.8,0.746,0.8,3.8,4.6,5.9,1.2,0.5,2.0,4.4,16.3,,103,111
49,Tarik Black\blackta01,C,23,TOT,63,39,1196,6.6,11.6,0.575,0.0,0.0,0.0,6.6,11.5,0.577,2.8,5.0,0.551,6.0,9.6,15.6,1.8,0.8,1.0,2.0,6.7,16.0,,118,108
49,Tarik Black\blackta01,C,23,HOU,25,12,393,5.7,10.5,0.542,0.0,0.1,0.0,5.7,10.4,0.549,1.9,3.7,0.517,7.3,8.7,16.1,1.0,0.8,0.3,2.4,7.1,13.3,,112,105
49,Tarik Black\blackta01,C,23,LAL,38,27,803,7.1,12.1,0.589,0.0,0.0,,7.1,12.1,0.589,3.2,5.7,0.562,5.3,10.0,15.3,2.2,0.8,1.4,1.8,6.5,17.4,,121,110
101,Jack Cooley\cooleja01,C,23,UTA,16,0,87,5.5,13.4,0.409,0.0,0.0,,5.5,13.4,0.409,5.5,12.8,0.429,6.1,9.2,15.3,0.6,3.7,1.8,1.8,14.0,16.5,,97,98
264,Alex Kirk\kirkal01,C,23,CLE,5,0,14,3.7,14.9,0.25,0.0,0.0,,3.7,14.9,0.25,7.4,7.4,1.0,3.7,0.0,3.7,3.7,0.0,0.0,0.0,3.7,14.9,,112,115
272,Joffrey Lauvergne\lauvejo01,C,23,DEN,24,1,268,6.7,16.6,0.404,0.6,3.0,0.188,6.1,13.6,0.452,3.4,5.2,0.643,5.0,9.3,14.3,2.4,1.5,1.9,4.1,8.0,17.3,,91,106
352,Kelly Olynyk\olynyke01,C,23,BOS,64,13,1423,8.8,18.6,0.475,2.1,6.2,0.349,6.7,12.4,0.538,3.3,4.8,0.684,3.2,7.4,10.7,3.8,2.3,1.4,3.4,7.5,23.1,,105,102
7,Furkan Aldemir\aldemfu01,PF,23,PHI,41,9,540,3.7,7.2,0.513,0.0,0.5,0.0,3.7,6.8,0.548,1.2,2.5,0.481,7.2,9.1,16.3,2.6,1.6,1.5,1.6,8.9,8.6,,117,104
44,Jerrelle Benimon\benimje01,PF,23,UTA,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,17.7,35.4,53.1,0.0,0.0,0.0,17.7,0.0,0.0,,46,93
116,Brandon Davies\daviebr01,PF,23,TOT,27,6,423,6.5,16.3,0.401,1.0,4.0,0.235,5.6,12.2,0.456,2.9,4.4,0.649,4.5,5.4,9.9,3.6,2.1,0.8,3.4,7.0,16.9,,94,106
116,Brandon Davies\daviebr01,PF,23,PHI,20,6,379,6.5,15.7,0.412,0.9,4.0,0.233,5.6,11.8,0.472,2.8,4.4,0.636,4.6,5.0,9.7,3.7,2.2,0.5,3.3,7.1,16.7,,96,106
116,Brandon Davies\daviebr01,PF,23,BRK,7,0,44,7.1,21.2,0.333,1.2,4.7,0.25,5.9,16.5,0.357,3.5,4.7,0.75,3.5,8.2,11.8,2.4,1.2,3.5,4.7,5.9,18.8,,80,104
152,Derrick Favors\favorde01,PF,23,UTA,74,74,2280,11.2,21.4,0.525,0.0,0.1,0.167,11.2,21.2,0.527,5.2,7.7,0.669,4.6,9.6,14.1,2.6,1.4,2.9,2.8,4.9,27.6,,113,102
253,Terrence Jones\joneste01,PF,23,HOU,33,24,889,8.8,16.7,0.528,0.7,2.1,0.351,8.1,14.7,0.553,3.2,5.3,0.606,4.4,7.9,12.3,2.0,1.0,3.3,2.1,4.4,21.6,,114,102
260,Ryan Kelly\kellyry01,PF,23,LAL,52,34,1233,4.3,12.8,0.337,1.9,5.5,0.336,2.4,7.2,0.337,3.3,3.9,0.832,0.5,5.5,6.0,3.8,1.2,1.0,1.5,4.9,13.8,,101,112
325,Nikola Mirotic\mirotni01,PF,23,CHI,82,3,1654,7.9,19.5,0.405,3.1,9.8,0.316,4.8,9.7,0.495,7.1,8.9,0.803,2.0,10.7,12.6,3.0,1.7,1.7,2.8,5.4,26.1,,111,101
329,Eric Moreland\moreler01,PF,23,SAC,3,0,2,25.2,25.2,1.0,0.0,0.0,,25.2,25.2,1.0,0.0,0.0,,0.0,25.2,25.2,0.0,0.0,0.0,0.0,25.2,50.3,,200,101
338,Mike Muscala\muscami01,PF,23,ATL,40,8,502,8.4,15.4,0.55,0.9,2.2,0.409,7.5,13.1,0.574,2.2,2.5,0.88,5.3,6.8,12.1,2.5,1.6,1.9,2.1,5.3,20.1,,120,103
362,Adreian Payne\paynead01,PF,23,TOT,32,22,739,6.3,15.1,0.414,0.1,0.6,0.111,6.2,14.5,0.427,2.1,3.2,0.652,3.3,7.8,11.1,2.1,1.3,0.6,3.0,6.1,14.7,,88,112
362,Adreian Payne\paynead01,PF,23,ATL,3,0,19,5.4,18.8,0.286,0.0,2.7,0.0,5.4,16.1,0.333,2.7,5.4,0.5,2.7,8.1,10.8,0.0,2.7,0.0,0.0,10.8,13.4,,76,101
362,Adreian Payne\paynead01,PF,23,MIN,29,22,720,6.3,15.0,0.418,0.1,0.6,0.125,6.2,14.5,0.429,2.0,3.1,0.659,3.3,7.8,11.2,2.1,1.3,0.6,3.1,5.9,14.7,,89,112
371,Dwight Powell\poweldw01,PF,23,TOT,29,0,236,6.6,14.3,0.463,0.6,2.4,0.273,6.0,12.0,0.5,5.3,7.1,0.758,3.8,6.8,10.7,1.9,1.9,1.3,2.4,8.5,19.2,,111,105
