Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_,_3P,_3PA,_3P_,_2P,_2PA,_2P_,FT,FTA,FT_,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,string_field_29,ORtg,DRtg
302,C.J. Miles\milescj01,SG,26,CLE,51,34,984,9.3,21.4,0.435,4.3,11.1,0.393,5.0,10.4,0.48,3.4,3.9,0.853,0.9,4.5,5.4,2.7,2.4,0.8,2.3,5.4,26.4,,111,107
398,Donald Sloan\sloando01,SG,26,IND,48,1,392,5.8,15.5,0.376,1.3,5.6,0.238,4.5,9.9,0.453,1.6,2.6,0.6,0.5,5.3,5.8,6.6,1.3,0.1,2.9,2.5,14.6,,91,102
432,Marcus Thornton\thornma01,SG,26,TOT,72,27,1741,7.4,18.9,0.394,3.2,9.3,0.345,4.2,9.5,0.443,2.7,3.3,0.804,1.7,4.2,5.8,2.3,1.7,0.3,2.0,3.2,20.8,,103,110
432,Marcus Thornton\thornma01,SG,26,SAC,46,26,1121,6.4,16.9,0.381,2.6,8.1,0.318,3.9,8.8,0.438,1.9,2.4,0.808,1.8,3.9,5.6,2.1,1.4,0.4,1.7,3.4,17.4,,101,111
432,Marcus Thornton\thornma01,SG,26,BRK,26,1,620,9.3,22.5,0.414,4.4,11.6,0.38,4.9,10.9,0.45,4.1,5.1,0.8,1.5,4.7,6.3,2.5,2.3,0.3,2.5,3.0,27.1,,106,109
24,Omer Asik\asikom01,C,27,HOU,48,19,968,5.2,9.8,0.532,0.0,0.0,,5.2,9.8,0.532,4.0,6.5,0.619,5.2,14.3,19.5,1.3,0.7,1.9,3.0,4.7,14.4,,109,103
40,Aron Baynes\baynear01,C,27,SAS,53,4,491,7.3,16.8,0.436,0.0,0.0,,7.3,16.8,0.436,2.0,2.2,0.905,5.9,9.1,14.9,3.5,0.2,0.5,3.7,7.9,16.6,,97,105
47,Andris Biedrins\biedran01,C,27,UTA,6,0,45,1.2,1.2,1.0,0.0,0.0,,1.2,1.2,1.0,1.2,7.0,0.167,2.3,17.5,19.8,0.0,0.0,0.0,2.3,7.0,3.5,,62,109
202,Roy Hibbert\hibbero01,C,27,IND,81,81,2409,7.1,16.2,0.439,0.0,0.1,0.4,7.1,16.1,0.439,4.5,5.8,0.77,4.4,7.2,11.6,2.0,0.6,3.9,3.2,5.8,18.8,,100,98
212,Al Horford\horfoal01,C,27,ATL,29,29,958,12.6,22.2,0.567,0.2,0.6,0.364,12.4,21.7,0.572,3.1,4.5,0.682,3.5,9.4,12.9,4.0,1.4,2.3,3.4,3.0,28.5,,109,104
282,Ian Mahinmi\mahinia01,C,27,IND,77,1,1248,3.8,7.9,0.481,0.0,0.0,0.0,3.8,7.8,0.484,3.7,6.0,0.621,4.4,6.2,10.7,1.0,1.7,3.0,2.4,8.6,11.3,,105,97
320,Timofey Mozgov\mozgoti01,C,27,DEN,82,30,1770,7.9,15.1,0.523,0.1,0.7,0.167,7.8,14.4,0.539,5.4,7.2,0.754,4.7,9.9,14.6,1.7,0.7,2.8,3.4,5.9,21.3,,111,106
326,Hamady N'Diaye\ndiayha01,C,27,SAC,14,0,74,2.1,6.2,0.333,0.0,0.0,,2.1,6.2,0.333,0.0,0.7,0.0,3.4,8.9,12.4,2.1,0.0,2.7,2.1,10.3,4.1,,78,108
3,Jeff Adrien\adrieje01,PF,27,TOT,53,12,961,7.8,14.9,0.52,0.0,0.0,,7.8,14.9,0.52,4.1,6.5,0.639,5.5,11.1,16.6,2.1,1.3,2.0,2.1,5.9,19.7,,114,106
3,Jeff Adrien\adrieje01,PF,27,CHA,25,0,256,4.5,8.1,0.55,0.0,0.0,,4.5,8.1,0.55,2.6,5.1,0.52,6.7,11.2,17.8,1.4,1.4,3.0,1.6,7.1,11.6,,119,99
3,Jeff Adrien\adrieje01,PF,27,MIL,28,12,705,9.0,17.4,0.515,0.0,0.0,,9.0,17.4,0.515,4.7,7.0,0.67,5.1,11.1,16.2,2.3,1.3,1.6,2.3,5.4,22.6,,113,109
52,Andray Blatche\blatcan01,PF,27,BRK,73,7,1618,10.4,21.9,0.476,0.5,1.8,0.278,9.9,20.1,0.494,5.3,7.2,0.742,3.9,8.8,12.7,3.6,2.4,1.2,3.6,5.4,26.6,,104,105
293,Luc Mbah a Moute\mbahalu01,PF,27,MIN,55,2,807,4.4,9.8,0.447,0.2,0.9,0.214,4.2,9.0,0.469,2.3,3.3,0.685,2.9,4.4,7.3,1.3,1.3,0.6,2.2,3.1,11.2,,98,109
403,Jason Smith\smithja02,PF,27,NOP,31,27,830,8.2,17.7,0.465,0.0,0.0,,8.2,17.7,0.465,2.4,3.1,0.78,3.2,8.2,11.4,1.8,0.7,1.8,1.8,6.3,18.9,,104,111
429,Jason Thompson\thompja02,PF,27,SAC,82,61,2007,6.4,12.6,0.506,0.0,0.0,,6.4,12.6,0.506,2.1,3.7,0.579,3.9,9.5,13.4,1.3,0.8,1.4,2.4,6.4,14.9,,103,108
462,D.J. White\whitedj01,PF,27,CHA,2,0,10,0.0,5.2,0.0,0.0,0.0,,0.0,5.2,0.0,0.0,0.0,,0.0,10.4,10.4,0.0,5.2,0.0,0.0,5.2,0.0,,0,95
468,Marvin Williams\willima02,PF,27,UTA,66,50,1674,7.2,16.5,0.439,2.6,7.3,0.359,4.6,9.2,0.503,1.8,2.3,0.781,2.6,7.9,10.5,2.4,1.7,1.0,1.7,4.7,18.9,,110,110
471,Shawne Williams\willish03,PF,27,LAL,36,13,751,4.7,12.4,0.38,2.7,8.4,0.326,2.0,4.1,0.492,0.9,1.3,0.7,1.6,9.2,10.8,1.9,1.2,1.9,1.4,6.0,13.1,,100,108
88,Mario Chalmers\chalmma01,PG,27,MIA,73,73,2178,6.1,13.5,0.454,2.1,5.5,0.385,4.0,8.1,0.5,2.9,3.9,0.742,1.0,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,,108,106
127,Toney Douglas\douglto01,PG,27,TOT,51,17,675,5.6,14.5,0.384,2.4,7.8,0.304,3.2,6.7,0.477,1.9,2.6,0.735,1.4,5.3,6.6,5.2,1.5,0.4,2.6,6.2,15.4,,101,107
127,Toney Douglas\douglto01,PG,27,GSW,24,0,265,6.0,16.2,0.372,3.6,11.1,0.322,2.4,5.1,0.481,0.9,1.5,0.625,0.8,4.1,4.9,3.6,1.1,0.4,3.0,6.4,16.6,,93,106
127,Toney Douglas\douglto01,PG,27,MIA,27,17,410,5.3,13.3,0.394,1.5,5.5,0.279,3.7,7.8,0.475,2.6,3.3,0.769,1.8,6.0,7.8,6.3,1.7,0.4,2.3,6.0,14.6,,106,107
143,Jordan Farmar\farmajo01,PG,27,LAL,41,5,912,8.1,19.4,0.415,3.7,8.5,0.438,4.3,10.9,0.397,2.3,3.1,0.746,1.1,4.5,5.5,10.6,2.0,0.4,5.1,3.5,22.2,,101,112
205,George Hill\hillge01,PG,27,IND,76,76,2434,5.8,13.1,0.442,2.0,5.5,0.365,3.8,7.6,0.497,3.0,3.8,0.807,1.1,4.9,6.0,5.7,1.6,0.5,2.0,3.4,16.7,,115,102
279,Kyle Lowry\lowryky01,PG,27,TOR,79,79,2862,8.3,19.7,0.423,3.5,9.1,0.38,4.9,10.6,0.46,5.7,7.0,0.813,1.6,5.1,6.7,10.7,2.2,0.3,3.5,4.9,25.9,,118,106
376,Rajon Rondo\rondora01,PG,27,BOS,30,30,998,7.3,18.0,0.403,1.3,4.6,0.289,5.9,13.4,0.442,2.2,3.5,0.627,1.1,7.3,8.5,15.2,2.1,0.1,5.1,3.4,18.0,,99,107
389,Ramon Sessions\sessira01,PG,27,TOT,83,19,2214,7.8,18.1,0.429,0.8,2.9,0.282,6.9,15.2,0.457,7.7,9.5,0.807,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,,108,111
389,Ramon Sessions\sessira01,PG,27,CHA,55,7,1305,7.6,18.5,0.409,0.6,2.7,0.221,7.0,15.8,0.441,7.3,9.3,0.782,0.9,3.8,4.7,8.2,1.3,0.2,3.7,2.0,23.0,,102,107
389,Ramon Sessions\sessira01,PG,27,MIL,28,12,909,8.1,17.5,0.461,1.2,3.2,0.357,6.9,14.3,0.484,8.2,9.8,0.841,0.9,4.0,4.9,7.7,0.9,0.2,3.2,2.3,25.5,,118,116
445,Greivis Vasquez\vasqugr01,PG,27,SAC,18,18,465,7.1,16.4,0.433,1.8,5.5,0.32,5.4,10.9,0.49,3.3,3.5,0.938,0.5,3.2,3.7,10.4,0.7,0.1,3.0,4.2,19.3,,114,114
467,Lou Williams\willilo02,PG,27,ATL,60,7,1445,6.9,17.3,0.4,2.8,8.1,0.342,4.1,9.2,0.45,5.3,6.3,0.849,0.4,4.0,4.4,7.4,1.6,0.1,3.2,2.3,21.9,,107,109
44,Marco Belinelli\belinma01,SF,27,SAS,80,25,2016,8.4,17.4,0.485,3.2,7.3,0.43,5.3,10.1,0.525,2.8,3.3,0.847,0.5,5.2,5.7,4.5,1.3,0.2,2.4,3.3,22.8,,114,105
63,Corey Brewer\breweco01,SF,27,MIN,81,81,2609,7.3,15.3,0.481,1.1,4.0,0.28,6.2,11.3,0.552,3.1,4.3,0.718,1.2,2.7,3.9,2.6,2.9,0.6,2.0,4.0,18.9,,108,107
84,DeMarre Carroll\carrode01,SF,27,ATL,73,73,2341,6.5,13.9,0.47,2.1,5.8,0.362,4.4,8.1,0.548,2.4,3.1,0.773,2.3,6.4,8.7,2.9,2.3,0.5,1.7,4.1,17.6,,113,106
92,Dionte Christmas\chrisdi01,SF,27,PHO,31,0,198,5.6,15.7,0.355,2.3,7.8,0.29,3.3,7.8,0.419,4.6,6.1,0.75,3.3,6.3,9.6,2.0,0.5,0.8,1.5,4.8,18.0,,109,110
128,Chris Douglas-Roberts\douglch01,SF,27,CHA,49,8,1016,5.7,12.9,0.44,2.6,6.7,0.386,3.1,6.1,0.5,3.4,4.2,0.805,0.8,5.3,6.1,2.6,1.5,0.8,1.8,3.1,17.3,,111,105
161,Rudy Gay\gayru01,SF,27,TOT,73,73,2531,10.9,23.9,0.455,1.3,4.0,0.33,9.6,19.9,0.481,6.4,7.8,0.822,2.3,6.6,8.8,4.2,1.9,1.1,4.5,3.5,29.5,,104,107
161,Rudy Gay\gayru01,SF,27,TOR,18,18,639,10.6,27.4,0.388,1.8,4.8,0.373,8.8,22.6,0.391,5.6,7.2,0.773,2.4,8.5,10.9,3.3,2.3,1.9,4.8,3.8,28.6,,91,102
161,Rudy Gay\gayru01,SF,27,SAC,55,55,1892,10.9,22.7,0.482,1.2,3.7,0.312,9.8,19.0,0.516,6.7,8.0,0.836,2.3,5.9,8.2,4.5,1.8,0.9,4.4,3.3,29.8,,108,109
178,Jeff Green\greenje02,SF,27,BOS,82,82,2805,8.8,21.5,0.412,2.5,7.3,0.341,6.4,14.2,0.448,5.2,6.5,0.795,1.0,6.0,7.0,2.5,1.0,0.9,3.0,3.3,25.3,,102,109
293,Luc Mbah a Moute\mbahalu01,SF,27,SAC,9,5,196,3.9,8.3,0.469,0.3,0.8,0.333,3.6,7.5,0.483,2.3,3.4,0.692,2.3,4.7,7.0,3.9,2.3,1.3,1.0,4.7,10.4,,119,108
459,Martell Webster\webstma02,SF,27,WAS,78,13,2157,6.1,14.0,0.433,3.5,8.9,0.392,2.6,5.1,0.502,2.5,3.0,0.84,0.9,4.4,5.3,2.3,1.0,0.4,1.4,3.6,18.1,,116,108
470,Reggie Williams\willire02,SF,27,OKC,3,0,17,14.8,26.6,0.556,3.0,8.9,0.333,11.8,17.7,0.667,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,5.9,3.0,32.5,,97,107
129,Goran Dragic\dragigo01,SG,27,PHO,76,75,2668,10.4,20.5,0.505,2.3,5.6,0.408,8.1,14.9,0.542,5.9,7.8,0.76,1.3,3.3,4.6,8.4,2.0,0.4,4.0,3.9,29.0,,119,109
289,Wesley Matthews\matthwe02,SG,27,POR,82,82,2780,8.1,18.4,0.441,3.7,9.3,0.393,4.4,9.1,0.49,4.6,5.5,0.837,0.9,4.3,5.3,3.6,1.4,0.3,2.0,3.2,24.4,,118,110
360,A.J. Price\priceaj01,SG,27,MIN,28,0,99,9.5,22.9,0.413,3.0,11.0,0.273,6.5,12.0,0.542,0.0,1.0,0.0,0.5,4.5,5.0,6.5,0.5,0.0,3.5,2.5,21.9,,93,111
414,Rodney Stuckey\stuckro01,SG,27,DET,73,5,1950,9.6,22.1,0.436,0.6,2.3,0.273,9.0,19.8,0.455,6.3,7.6,0.836,1.0,3.4,4.4,3.9,1.4,0.3,3.2,3.4,26.2,,105,113
421,Garrett Temple\templga01,SG,27,WAS,75,0,638,4.1,11.4,0.362,0.5,2.3,0.207,3.6,9.0,0.402,2.4,3.5,0.698,1.7,3.8,5.5,5.8,2.8,0.9,3.4,5.8,11.1,,89,104
445,Greivis Vasquez\vasqugr01,SG,27,TOR,61,5,1314,8.4,20.2,0.417,3.7,9.5,0.389,4.7,10.7,0.442,2.6,3.0,0.855,0.6,4.9,5.5,9.1,1.0,0.2,4.0,4.2,23.2,,107,108
26,Gustavo Ayon\ayongu01,C,28,ATL,26,14,429,6.1,12.1,0.51,0.0,0.0,,6.1,12.1,0.51,0.9,2.4,0.4,5.0,9.8,14.8,3.3,3.0,1.2,3.4,5.6,13.2,,98,101
32,Andrea Bargnani\bargnan01,C,28,NYK,42,39,1257,9.4,21.2,0.442,1.3,4.6,0.278,8.1,16.7,0.487,3.6,4.3,0.824,2.9,6.5,9.4,1.9,0.6,2.2,2.5,4.2,23.6,,103,110
213,Dwight Howard\howardw01,C,28,HOU,71,71,2396,9.8,16.6,0.591,0.0,0.1,0.286,9.8,16.5,0.594,7.3,13.3,0.547,4.8,13.2,18.0,2.7,1.2,2.7,4.8,5.0,27.0,,109,101
224,Bernard James\jamesbe01,C,28,DAL,30,0,146,3.9,8.1,0.478,0.0,0.4,0.0,3.9,7.7,0.5,2.1,3.9,0.545,5.3,9.5,14.8,1.1,1.1,2.8,3.5,8.4,9.8,,95,106
332,Joakim Noah\noahjo01,C,28,CHI,80,80,2820,7.2,15.1,0.475,0.0,0.0,0.0,7.2,15.1,0.476,4.7,6.3,0.737,5.3,11.7,17.0,8.1,1.9,2.3,3.7,4.6,19.0,,111,96
350,Nikola Pekovic\pekovni01,C,28,MIN,54,54,1663,11.2,20.8,0.541,0.0,0.0,,11.2,20.8,0.541,5.5,7.4,0.747,6.1,7.8,13.9,1.5,0.9,0.7,2.5,3.8,28.0,,117,108
411,Greg Stiemsma\stiemgr01,C,28,NOP,55,20,1007,3.6,6.3,0.574,0.0,0.1,0.0,3.6,6.3,0.579,1.0,1.7,0.594,3.7,8.0,11.7,1.9,1.8,2.9,2.3,8.7,8.2,,107,107
7,LaMarcus Aldridge\aldrila01,PF,28,POR,69,69,2498,13.2,28.8,0.458,0.1,0.3,0.2,13.1,28.5,0.461,6.0,7.3,0.822,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,,108,104
36,Brandon Bass\bassbr01,PF,28,BOS,82,73,2266,8.0,16.5,0.486,0.0,0.1,0.333,7.9,16.3,0.487,4.7,5.4,0.858,3.7,7.0,10.7,2.0,0.8,1.6,2.3,4.3,20.7,,111,108
118,Glen Davis\davisgl01,PF,28,TOT,68,44,1662,8.3,18.2,0.457,0.1,0.3,0.364,8.2,17.9,0.459,2.9,4.2,0.693,3.3,7.5,10.8,2.4,1.8,0.9,2.3,4.9,19.7,,99,106
118,Glen Davis\davisgl01,PF,28,ORL,45,43,1354,8.8,19.4,0.453,0.2,0.4,0.4,8.6,19.0,0.454,2.9,4.3,0.675,3.3,7.4,10.7,2.7,1.7,0.8,2.2,4.2,20.6,,99,107
118,Glen Davis\davisgl01,PF,28,LAC,23,1,308,6.3,13.2,0.481,0.0,0.2,0.0,6.3,13.0,0.488,2.9,3.7,0.783,3.4,7.8,11.2,1.1,1.9,1.1,2.8,7.8,15.6,,101,104
164,Taj Gibson\gibsota01,PF,28,CHI,82,8,2351,9.7,20.3,0.479,0.0,0.2,0.0,9.7,20.1,0.483,4.8,6.4,0.751,4.5,8.1,12.6,2.1,0.9,2.5,3.4,4.7,24.2,,102,100
184,Tyler Hansbrough\hansbty01,PF,28,TOR,64,4,978,5.0,10.5,0.474,0.0,0.1,0.0,5.0,10.4,0.479,6.7,9.9,0.681,6.4,8.9,15.3,0.9,1.5,1.0,2.5,7.1,16.7,,116,104
215,Kris Humphries\humphkr01,PF,28,BOS,69,30,1376,8.6,17.2,0.501,0.0,0.1,0.0,8.6,17.2,0.503,4.4,5.4,0.813,4.7,10.5,15.3,2.5,1.2,2.3,2.4,5.1,21.6,,113,105
308,Paul Millsap\millspa01,PF,28,ATL,74,73,2482,9.9,21.4,0.461,1.6,4.3,0.358,8.3,17.1,0.487,5.8,8.0,0.731,3.1,9.7,12.8,4.7,2.6,1.6,3.8,4.3,27.1,,105,102
434,Anthony Tolliver\tollian01,PF,28,CHA,64,9,1298,5.2,12.3,0.42,4.1,9.9,0.413,1.1,2.4,0.45,1.3,1.6,0.805,1.3,5.4,6.7,1.7,0.8,0.6,0.9,3.3,15.7,,118,107
275,Shaun Livingston\livinsh01,PG,28,BRK,76,54,1974,6.2,12.9,0.483,0.0,0.2,0.167,6.2,12.8,0.486,4.2,5.1,0.827,1.8,4.8,6.5,6.5,2.5,0.8,2.8,4.6,16.7,,111,108
349,Chris Paul\paulch01,PG,28,LAC,62,62,2171,9.4,20.0,0.467,1.8,4.9,0.368,7.6,15.2,0.498,6.8,8.0,0.855,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,,125,103
373,Brian Roberts\roberbr01,PG,28,NOP,72,42,1667,7.6,18.1,0.42,2.0,5.6,0.36,5.6,12.6,0.447,3.9,4.2,0.94,0.5,3.7,4.2,7.3,1.3,0.2,3.0,4.1,21.1,,108,114
21,Trevor Ariza\arizatr01,SF,28,WAS,77,77,2723,7.4,16.1,0.456,3.4,8.4,0.407,4.0,7.8,0.509,2.8,3.7,0.772,1.9,7.1,9.0,3.6,2.4,0.4,2.5,3.4,20.9,,113,104
64,Ronnie Brewer\brewero02,SF,28,TOT,24,3,160,0.9,4.7,0.2,0.3,2.5,0.125,0.6,2.2,0.286,0.0,0.6,0.0,0.6,3.7,4.4,3.1,1.9,0.3,0.6,1.2,2.2,,77,109
64,Ronnie Brewer\brewero02,SF,28,HOU,23,3,158,0.9,4.7,0.2,0.3,2.5,0.125,0.6,2.2,0.286,0.0,0.6,0.0,0.6,3.8,4.4,3.2,1.9,0.3,0.6,1.3,2.2,,77,109
64,Ronnie Brewer\brewero02,SF,28,CHI,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,110
123,Luol Deng\denglu01,SF,28,TOT,63,63,2213,8.7,20.3,0.431,1.3,4.5,0.302,7.4,15.8,0.468,5.0,6.3,0.791,2.3,6.2,8.5,4.3,1.5,0.2,2.7,2.6,23.8,,106,107
123,Luol Deng\denglu01,SF,28,CHI,23,23,860,9.9,21.9,0.452,1.1,3.8,0.274,8.8,18.1,0.49,6.2,7.7,0.815,2.5,7.3,9.8,5.3,1.5,0.2,3.7,3.3,27.1,,106,102
123,Luol Deng\denglu01,SF,28,CLE,40,40,1353,8.0,19.3,0.417,1.5,4.8,0.315,6.5,14.4,0.451,4.2,5.5,0.771,2.2,5.5,7.7,3.7,1.4,0.2,2.1,2.2,21.8,,106,110
131,Jared Dudley\dudleja01,SF,28,LAC,74,43,1729,5.7,12.9,0.438,2.3,6.5,0.36,3.3,6.4,0.518,1.1,1.7,0.655,1.0,3.6,4.6,3.0,1.2,0.3,1.6,4.2,14.8,,107,109
402,J.R. Smith\smithjr01,SF,28,NYK,74,37,2421,8.7,21.0,0.415,4.2,10.5,0.394,4.5,10.4,0.436,2.0,3.0,0.652,0.8,5.7,6.5,4.8,1.4,0.4,2.4,4.3,23.5,,106,111
404,Josh Smith\smithjo03,SF,28,DET,77,76,2730,9.6,22.8,0.419,1.3,4.9,0.264,8.3,17.9,0.462,3.0,5.6,0.532,1.9,7.7,9.6,4.7,1.9,2.0,3.7,3.6,23.4,,95,108
420,Mirza Teletovic\teletmi01,SF,28,BRK,72,7,1396,8.3,19.9,0.418,5.1,13.1,0.39,3.2,6.8,0.472,1.7,2.3,0.71,2.3,7.7,10.0,2.1,1.1,0.9,2.0,5.4,23.4,,108,109
435,P.J. Tucker\tuckepj01,SF,28,PHO,81,81,2490,5.3,12.4,0.431,1.5,3.8,0.387,3.8,8.5,0.45,3.1,4.0,0.776,3.2,7.4,10.6,2.8,2.2,0.5,2.1,4.1,15.3,,113,106
477,Dorell Wright\wrighdo01,SF,28,POR,68,13,984,5.7,15.3,0.374,3.5,10.4,0.342,2.2,4.9,0.442,2.7,3.5,0.754,1.5,8.3,9.8,3.3,1.2,0.8,2.0,3.2,17.6,,108,107
4,Arron Afflalo\afflaar01,SG,28,ORL,73,73,2552,9.3,20.3,0.459,2.6,6.0,0.427,6.7,14.3,0.473,5.5,6.7,0.815,0.6,4.6,5.3,5.0,0.7,0.1,2.9,2.7,26.7,,110,112
68,Shannon Brown\brownsh01,SG,28,TOT,29,1,251,5.0,13.7,0.364,0.0,0.4,0.0,5.0,13.3,0.375,3.1,4.4,0.714,1.5,4.4,5.8,1.9,2.7,0.0,3.7,5.0,13.1,,78,107
68,Shannon Brown\brownsh01,SG,28,SAS,10,1,103,3.9,13.7,0.286,0.0,1.0,0.0,3.9,12.8,0.308,3.4,4.4,0.778,0.5,5.9,6.4,2.5,0.5,0.0,3.9,5.9,11.3,,68,107
68,Shannon Brown\brownsh01,SG,28,NYK,19,0,148,5.7,13.7,0.421,0.0,0.0,,5.7,13.7,0.421,2.9,4.3,0.667,2.2,3.2,5.4,1.4,4.3,0.0,3.6,4.3,14.4,,85,107
137,Monta Ellis\ellismo01,SG,28,DAL,82,82,3023,9.8,21.7,0.451,1.2,3.5,0.33,8.6,18.1,0.474,5.8,7.3,0.788,0.6,4.4,5.0,8.0,2.4,0.4,4.5,3.3,26.5,,104,109
177,Gerald Green\greenge01,SG,28,PHO,82,48,2330,9.6,21.6,0.445,4.4,11.0,0.4,5.2,10.7,0.492,4.2,4.9,0.848,1.0,4.9,5.9,2.6,1.5,0.9,3.1,4.7,27.9,,112,108
229,Othyus Jeffers\jeffeot01,SG,28,TOT,6,1,47,3.2,6.4,0.5,0.0,2.1,0.0,3.2,4.3,0.75,3.2,4.3,0.75,1.1,8.5,9.6,1.1,0.0,0.0,1.1,3.2,9.6,,113,107
229,Othyus Jeffers\jeffeot01,SG,28,SAS,4,1,34,4.5,7.4,0.6,0.0,1.5,0.0,4.5,5.9,0.75,1.5,3.0,0.5,1.5,7.4,8.9,1.5,0.0,0.0,0.0,3.0,10.4,,132,107
229,Othyus Jeffers\jeffeot01,SG,28,MIN,2,0,13,0.0,3.8,0.0,0.0,3.8,0.0,0.0,0.0,,7.6,7.6,1.0,0.0,11.4,11.4,0.0,0.0,0.0,3.8,3.8,7.6,,76,108
265,Courtney Lee\leeco01,SG,28,TOT,79,47,1973,7.9,16.5,0.48,1.9,5.2,0.371,6.0,11.3,0.531,2.7,3.0,0.884,0.8,4.2,5.0,3.1,1.7,0.8,2.0,3.4,20.4,,113,107
265,Courtney Lee\leeco01,SG,28,BOS,30,0,504,9.2,18.7,0.492,2.3,5.3,0.442,6.8,13.4,0.511,1.8,2.2,0.818,0.8,4.2,5.0,3.3,2.0,0.9,2.6,3.8,22.6,,108,108
265,Courtney Lee\leeco01,SG,28,MEM,49,47,1469,7.5,15.7,0.476,1.8,5.2,0.345,5.7,10.5,0.54,2.9,3.3,0.9,0.8,4.3,5.0,3.0,1.6,0.7,1.7,3.3,19.6,,114,107
317,Anthony Morrow\morroan01,SG,28,NOP,76,9,1426,8.7,19.0,0.458,3.2,7.1,0.451,5.5,11.9,0.462,2.6,3.2,0.828,1.1,4.1,5.1,2.2,1.4,0.4,1.9,3.7,23.2,,112,113
380,Brandon Rush\rushbr01,SG,28,UTA,38,0,418,3.8,11.3,0.333,2.0,5.9,0.34,1.8,5.4,0.326,0.4,0.6,0.6,0.6,4.9,5.5,3.0,0.6,1.1,2.5,3.9,9.9,,83,114
479,Nick Young\youngni01,SG,28,LAL,64,9,1810,10.4,23.9,0.435,3.6,9.4,0.386,6.8,14.5,0.468,6.3,7.7,0.825,0.8,3.7,4.5,2.6,1.2,0.3,2.6,4.2,30.7,,107,114
22,Hilton Armstrong\armsthi01,C,29,GSW,15,1,97,4.6,9.8,0.474,0.0,0.0,,4.6,9.8,0.474,3.6,8.2,0.438,9.8,14.4,24.2,2.6,2.1,2.1,3.1,5.7,12.9,,108,96
56,Andrew Bogut\bogutan01,C,29,GSW,67,67,1769,6.6,10.6,0.627,0.0,0.0,,6.6,10.6,0.627,0.6,1.8,0.344,5.1,13.8,18.9,3.2,1.3,3.4,2.7,5.9,13.9,,115,96
60,Chris Bosh\boshch01,C,29,MIA,79,79,2531,10.2,19.8,0.516,1.5,4.5,0.339,8.7,15.3,0.569,4.6,5.7,0.82,2.0,8.8,10.9,1.8,1.7,1.6,2.6,4.0,26.6,,112,104
159,Marc Gasol\gasolma01,C,29,MEM,59,59,1970,9.1,19.3,0.473,0.1,0.3,0.182,9.1,19.0,0.477,5.0,6.5,0.768,2.3,9.2,11.5,5.8,1.6,2.1,3.0,4.1,23.3,,108,102
172,Marcin Gortat\gortama01,C,29,WAS,81,80,2655,8.8,16.3,0.542,0.0,0.0,1.0,8.8,16.3,0.541,3.0,4.4,0.686,3.9,11.0,14.9,2.7,0.8,2.3,2.4,3.9,20.7,,112,103
174,Aaron Gray\grayaa01,C,29,TOT,37,6,355,3.9,8.8,0.443,0.0,0.1,0.0,3.9,8.6,0.45,1.6,2.9,0.55,6.0,9.9,15.9,3.2,1.4,1.1,4.4,9.2,9.3,,90,106
174,Aaron Gray\grayaa01,C,29,TOR,4,0,20,5.2,7.8,0.667,0.0,0.0,,5.2,7.8,0.667,2.6,5.2,0.5,7.8,13.1,20.9,7.8,0.0,0.0,10.5,18.3,13.1,,88,105
174,Aaron Gray\grayaa01,C,29,SAC,33,6,335,3.8,8.8,0.431,0.0,0.2,0.0,3.8,8.7,0.439,1.5,2.7,0.556,5.9,9.7,15.6,2.9,1.5,1.2,4.1,8.7,9.1,,90,106
230,Al Jefferson\jeffeal01,C,29,CHA,73,73,2553,14.2,28.0,0.509,0.1,0.3,0.2,14.2,27.7,0.512,3.9,5.6,0.69,3.2,12.9,16.1,3.2,1.4,1.6,2.5,3.6,32.4,,105,100
344,Zaza Pachulia\pachuza01,C,29,MIL,53,43,1325,5.9,13.8,0.427,0.0,0.0,0.0,5.9,13.7,0.428,4.3,5.1,0.846,5.6,7.6,13.1,5.4,1.8,0.6,3.6,4.9,16.1,,105,111
351,Kendrick Perkins\perkike01,C,29,OKC,62,62,1207,3.6,8.0,0.451,0.0,0.0,0.0,3.6,8.0,0.453,1.5,2.8,0.552,3.4,9.3,12.7,2.8,1.1,1.3,3.7,7.4,8.8,,88,104
408,Tiago Splitter\splitti01,C,29,SAS,59,50,1271,7.2,13.8,0.523,0.0,0.1,0.0,7.2,13.6,0.528,4.8,6.9,0.699,4.9,9.5,14.4,3.6,1.2,1.2,3.0,4.7,19.2,,114,102
18,Carmelo Anthony\anthoca01,PF,29,NYK,77,77,2982,13.2,29.3,0.452,3.0,7.4,0.402,10.3,21.9,0.469,8.2,9.6,0.848,2.6,8.5,11.1,4.3,1.7,0.9,3.5,4.0,37.7,,113,108
